Word,Guess,Actual,Predicted,Game-Status,word-length
OFFICE,*****E,1,0,incomplete,6
REGISTER,REGISTER,1,1,correct,8
SEGMENTS,SE**ENTS,1,0,incomplete,8
DAISY,*A*S*,1,0,incomplete,5
WAGON,*A**N,1,0,incomplete,5
CLIMATE,CLIMATE,1,1,correct,7
ACCESSIBLE,ACCESSI*LE,1,0,incomplete,10
LOVELY,L**EL*,1,0,incomplete,6
PRODUCER,PRODUCER,1,1,correct,8
ATLANTIC,AT*ANTIC,1,0,incomplete,8
BANGLADESH,*AN*LADES*,1,0,incomplete,10
CONSUMERS,CONSUMERS,1,1,correct,9
INSERT,INSERT,1,1,correct,6
ACTING,ACTING,1,1,correct,6
BATHROOM,*AT*ROOM,1,0,incomplete,8
DIEGO,**E**,1,0,incomplete,5
HOTELS,HOTELS,1,1,correct,6
BUTTER,*UTTER,1,0,incomplete,6
FAVOR,*A**R,1,0,incomplete,5
ELITE,ELITE,1,1,correct,5
CONSISTENT,CONSISTENT,1,1,correct,10
ATTACH,ATTA**,1,0,incomplete,6
COMPATIBLE,COMPATIBLE,1,1,correct,10
DELAYED,DELA*ED,1,0,incomplete,7
JUICE,****E,1,0,incomplete,5
CONVERSATIONS,CONVERSATIONS,1,1,correct,13
CONVERTER,CON*ERTER,1,0,incomplete,9
GENES,*E*ES,1,0,incomplete,5
QUESTIONS,QUESTIONS,1,1,correct,9
KENTUCKY,*ENT*C**,1,0,incomplete,8
HEALING,HEALING,1,1,correct,7
CABLE,*A*LE,1,0,incomplete,5
PROTECTING,PROTECTING,1,1,correct,10
BLOCKS,BLOCKS,1,1,correct,6
SUPPLEMENTAL,SUPPLEMENTAL,1,1,correct,12
IMAGE,**A*E,1,0,incomplete,5
DECREASE,*ECREASE,1,0,incomplete,8
BRUCE,*R**E,1,0,incomplete,5
GETTING,GETTING,1,1,correct,7
VIOLENCE,*I**EN*E,1,0,incomplete,8
PROBLEM,PRO*LEM,1,0,incomplete,7
EXPANSYS,EXPANSYS,1,1,correct,8
GOVERNOR,GOVERNOR,1,1,correct,8
BALANCED,BALANCED,1,1,correct,8
VOLUNTEER,*O**NTEER,1,0,incomplete,9
CITIZENSHIP,CITI*ENS*I*,1,0,incomplete,11
PROGRAMS,PRO*RA*S,1,0,incomplete,8
IMMUNOLOGY,I***NO*O**,1,0,incomplete,10
LINKING,LIN*ING,1,0,incomplete,7
DEGREE,DE*REE,1,0,incomplete,6
DISCUSSES,DISCUSSES,1,1,correct,9
WICHITA,*IC*ITA,1,0,incomplete,7
SIGNIFICANCE,SI*NI*ICANCE,1,0,incomplete,12
SILICON,SILICON,1,1,correct,7
FINALS,FINALS,1,1,correct,6
REDUCES,RED**ES,1,0,incomplete,7
PLEASURE,PLEASURE,1,1,correct,8
INKJET,IN**ET,1,0,incomplete,6
RELEASES,RELEASES,1,1,correct,8
FAILS,FAILS,1,1,correct,5
CRITICAL,CRITICAL,1,1,correct,8
LENDER,*ENDER,1,0,incomplete,6
MARKER,*AR*ER,1,0,incomplete,6
STYLUS,ST***S,1,0,incomplete,6
COURT,COURT,1,1,correct,5
SIMPSON,SIM*SON,1,0,incomplete,7
PROTECTED,PROTECTED,1,1,correct,9
PORTIONS,PORTIONS,1,1,correct,8
DETERMINATION,DETERMINATION,1,1,correct,13
ACADEMICS,ACADEMICS,1,1,correct,9
FORECAST,FORECAST,1,1,correct,8
PRIZES,PRIZES,1,1,correct,6
RELEASED,RELEASE*,1,0,incomplete,8
EXTRAORDINARY,E*TRAORDINAR*,1,0,incomplete,13
ECONOMICS,ECONOMICS,1,1,correct,9
RETURNING,RETURNING,1,1,correct,9
RADAR,RADAR,1,1,correct,5
KINGDOM,*ING***,1,0,incomplete,7
CLOSED,*LOSED,1,0,incomplete,6
DANCING,*AN*ING,1,0,incomplete,7
VOLTAGE,**LTA*E,1,0,incomplete,7
NEGOTIATION,NE*OTIATION,1,0,incomplete,11
WIRELESS,*IRE*ESS,1,0,incomplete,8
PRINTED,PRINTED,1,1,correct,7
ASTROLOGY,ASTRO*O**,1,0,incomplete,9
PRAISE,PRAISE,1,1,correct,6
AMENDMENTS,AMENDMENTS,1,1,correct,10
CHEVY,**E**,1,0,incomplete,5
PRESENTING,PRESENTING,1,1,correct,10
FOLLOWED,******E*,1,0,incomplete,8
PRIDE,*RIDE,1,0,incomplete,5
IMPLICATIONS,IMPLICATIONS,1,1,correct,12
CRISIS,*RISIS,1,0,incomplete,6
COSTS,COSTS,1,1,correct,5
INSIGHTS,INSIG*TS,1,0,incomplete,8
YEMEN,*E*EN,1,0,incomplete,5
HUMANS,***ANS,1,0,incomplete,6
LATTER,LATTER,1,1,correct,6
NICHOLAS,NICHOLAS,1,1,correct,8
OURSELVES,O*RSE**ES,1,0,incomplete,9
AMAZON,A*A**N,1,0,incomplete,6
UTILITY,*TI*IT*,1,0,incomplete,7
NATIVE,NATIVE,1,1,correct,6
EDITING,EDITING,1,1,correct,7
PLATFORM,PLATFORM,1,1,correct,8
COLLABORATIVE,COLLABORATIVE,1,1,correct,13
SIMPLE,SI**LE,1,0,incomplete,6
LEEDS,LEE*S,1,0,incomplete,5
CHOOSING,C*OOSIN*,1,0,incomplete,8
BEAUTY,*EA*T*,1,0,incomplete,6
AUSTIN,AUSTIN,1,1,correct,6
CONDITIONING,CON*ITIONIN*,1,0,incomplete,12
SKIRTS,S*IRTS,1,0,incomplete,6
MANOR,*A**R,1,0,incomplete,5
AWARDS,A*ARDS,1,0,incomplete,6
MICHELLE,*I**E**E,1,0,incomplete,8
SUDAN,SUDAN,1,1,correct,5
DARKNESS,*AR*NESS,1,0,incomplete,8
EXCEPTIONS,EXCEPTIONS,1,1,correct,10
RETAILERS,RETAILERS,1,1,correct,9
GENERATING,GENERATING,1,1,correct,10
COMPOSITION,COMPOSITION,1,1,correct,11
CRAPS,CRAPS,1,1,correct,5
CORNELL,CORNELL,1,1,correct,7
PASSPORT,PASSPORT,1,1,correct,8
SHOPPERS,S*OPPERS,1,0,incomplete,8
EQUILIBRIUM,E**I*I*RI**,1,0,incomplete,11
TRINITY,TRINIT*,1,0,incomplete,7
IRELAND,IRELAN*,1,0,incomplete,7
GUIDED,****E*,1,0,incomplete,6
CHRYSLER,C*R*S*ER,1,0,incomplete,8
FLOWS,*LO*S,1,0,incomplete,5
CONDITIONS,CONDITIONS,1,1,correct,10
DISPLAYED,DISPLAYED,1,1,correct,9
ENJOYING,EN***ING,1,0,incomplete,8
MILITARY,*ILITAR*,1,0,incomplete,8
HARDCORE,HAR*C*RE,1,0,incomplete,8
GENEALOGY,GENEA**G*,1,0,incomplete,9
COHEN,*O*EN,1,0,incomplete,5
GALLERY,*ALLER*,1,0,incomplete,7
ADVISED,AD**SED,1,0,incomplete,7
RELIEF,RE**E*,1,0,incomplete,6
CREATION,CREATION,1,1,correct,8
SUNGLASSES,S*N**ASSES,1,0,incomplete,10
DOCUMENTS,DOCUMENTS,1,1,correct,9
STEREO,STEREO,1,1,correct,6
INTIMATE,INTI*ATE,1,0,incomplete,8
FEEDS,*EE*S,1,0,incomplete,5
ATTRACTIONS,ATTRACTIONS,1,1,correct,11
AUTOMOTIVE,A*TOMOTI*E,1,0,incomplete,10
BATTLE,BATTLE,1,1,correct,6
VIRTUALLY,VIRTUALLY,1,1,correct,9
CHILDRENS,CHILDRENS,1,1,correct,9
CHEATS,CHEATS,1,1,correct,6
BIBLICAL,*I*LICAL,1,0,incomplete,8
ACCORDANCE,ACCORDANCE,1,1,correct,10
LEADS,LEADS,1,1,correct,5
ANALYZE,ANAL**E,1,0,incomplete,7
CREEK,*REE*,1,0,incomplete,5
SCHOOLS,S*****S,1,0,incomplete,7
ORGANISMS,ORGANISMS,1,1,correct,9
MINNEAPOLIS,MINNEAPOLIS,1,1,correct,11
ARRANGEMENTS,ARRAN*E*ENTS,1,0,incomplete,12
BERRY,*ERR*,1,0,incomplete,5
LAWYERS,LA*YERS,1,0,incomplete,7
HANDHELD,*AN**EL*,1,0,incomplete,8
GENOME,*EN**E,1,0,incomplete,6
TURBO,TURBO,1,1,correct,5
SUBSTITUTE,SU*STITUTE,1,0,incomplete,10
INTEREST,INTEREST,1,1,correct,8
SATISFACTION,SATIS*ACTION,1,0,incomplete,12
INTRODUCTORY,INTRODUCTORY,1,1,correct,12
PURCHASE,PURCHASE,1,1,correct,8
MERCHANTS,MERCHANTS,1,1,correct,9
CONNECTIONS,CONNECTIONS,1,1,correct,11
ANXIETY,AN*IET*,1,0,incomplete,7
ALLOY,ALL**,1,0,incomplete,5
GORGEOUS,*OR*EO*S,1,0,incomplete,8
CHARLOTTE,CHARLOTTE,1,1,correct,9
ENGINES,ENGINES,1,1,correct,7
PORNO,*OR*O,1,0,incomplete,5
COSMETICS,COSMETICS,1,1,correct,9
WELLINGTON,*ELLINGTON,1,0,incomplete,10
FUSION,**SION,1,0,incomplete,6
PROFITS,PROFITS,1,1,correct,7
DISPLAY,*IS*LA*,1,0,incomplete,7
EXPRESSIONS,EXPRESSIONS,1,1,correct,11
GANGBANG,*AN**AN*,1,0,incomplete,8
PROMOTION,PROMOTION,1,1,correct,9
PACKET,PACKET,1,1,correct,6
RELAX,RELA*,1,0,incomplete,5
PROGRAM,*R**RA*,1,0,incomplete,7
POWERFUL,PO*ER***,1,0,incomplete,8
MECHANICAL,*EC**NIC**,1,0,incomplete,10
MISSISSIPPI,*ISSISSI**I,1,0,incomplete,11
POOLS,POOLS,1,1,correct,5
WELCOME,*E****E,1,0,incomplete,7
EXPECTS,E**ECTS,1,0,incomplete,7
TENDER,TEN*ER,1,0,incomplete,6
INCLUDED,INCLUDED,1,1,correct,8
CULTURES,CULTURES,1,1,correct,8
HOSTING,HOSTING,1,1,correct,7
BRING,*RI**,1,0,incomplete,5
FACTS,*A*TS,1,0,incomplete,5
MINNESOTA,MINNESOTA,1,1,correct,9
INTERACTIVE,INTERACTIVE,1,1,correct,11
AVOIDING,A**I*ING,1,0,incomplete,8
LANGUAGES,LAN**A*ES,1,0,incomplete,9
SHOES,SHOES,1,1,correct,5
CONTROLLED,CONTROLLED,1,1,correct,10
DISCUSSIONS,*ISCUSSIONS,1,0,incomplete,11
TIMING,TI*ING,1,0,incomplete,6
CLASSROOM,C*ASSROOM,1,0,incomplete,9
MARKS,*AR*S,1,0,incomplete,5
PROTOCOLS,PROTOCOLS,1,1,correct,9
DIGITAL,*I*ITAL,1,0,incomplete,7
ROBERT,RO*ERT,1,0,incomplete,6
PLEDGE,*LED*E,1,0,incomplete,6
TOUGH,TOUGH,1,1,correct,5
CHERRY,**ERR*,1,0,incomplete,6
NATHAN,NAT*AN,1,0,incomplete,6
HEIGHTS,*EI**TS,1,0,incomplete,7
CONCEPT,CONCE*T,1,0,incomplete,7
BREEDING,BREEDING,1,1,correct,8
TRANSFORMATION,TRANSFORMATION,1,1,correct,14
DOCUMENTATION,DOCUMENTATION,1,1,correct,13
MAINTAINING,*AINTAININ*,1,0,incomplete,11
INCOMPLETE,INCOMPLETE,1,1,correct,10
DIRECTED,DIRECTED,1,1,correct,8
PANIC,*ANI*,1,0,incomplete,5
REDUCTIONS,REDUCTIONS,1,1,correct,10
BECAUSE,*ECA*SE,1,0,incomplete,7
AGING,A*IN*,1,0,incomplete,5
EITHER,EIT*ER,1,0,incomplete,6
APPOINTMENT,APPOINT*ENT,1,0,incomplete,11
TRULY,TR***,1,0,incomplete,5
STRAP,STRAP,1,1,correct,5
COMMERCIAL,COMMERCIAL,1,1,correct,10
GAMBLING,GA**LING,1,0,incomplete,8
ANGER,ANGER,1,1,correct,5
TYPES,T*PES,1,0,incomplete,5
CONDUCT,CONDUCT,1,1,correct,7
BRUNEI,*R*NEI,1,0,incomplete,6
COURAGE,***RA*E,1,0,incomplete,7
GRAVE,GRA*E,1,0,incomplete,5
ARRANGED,ARRANGED,1,1,correct,8
ORDER,ORDER,1,1,correct,5
BUSES,**SES,1,0,incomplete,5
MODERATORS,MODERATORS,1,1,correct,10
CAPTURE,CA*T*RE,1,0,incomplete,7
GOOGLE,****LE,1,0,incomplete,6
ROGERS,RO*ERS,1,0,incomplete,6
MEDITATION,MEDITATION,1,1,correct,10
LOUISVILLE,*O*IS*I**E,1,0,incomplete,10
AMONGST,AMONGST,1,1,correct,7
QUARTER,**ARTER,1,0,incomplete,7
SULLIVAN,S*LLI*AN,1,0,incomplete,8
BEVERAGES,*E*ERA*ES,1,0,incomplete,9
EXPERIENCED,EXPERIENCED,1,1,correct,11
PREFERENCES,*RE*ERENCES,1,0,incomplete,11
DEVICES,DE*I*ES,1,0,incomplete,7
COMPETITIVE,COMPETITIVE,1,1,correct,11
TEETH,TEET*,1,0,incomplete,5
PRODUCTIVITY,PRODUCTIVITY,1,1,correct,12
GOTTA,**TTA,1,0,incomplete,5
TARIFF,TARI**,1,0,incomplete,6
EGYPT,E***T,1,0,incomplete,5
CONTAINING,CONTAINING,1,1,correct,10
LIMITED,*I*ITED,1,0,incomplete,7
PROPOSED,PROPOSED,1,1,correct,8
TIMER,TIMER,1,1,correct,5
WOUND,*O*N*,1,0,incomplete,5
BILLY,*ILL*,1,0,incomplete,5
PROVIDING,PRO*I*ING,1,0,incomplete,9
DISTRIBUTORS,*ISTRI**TORS,1,0,incomplete,12
BANDWIDTH,*AN**I*T*,1,0,incomplete,9
FORMAT,**R*AT,1,0,incomplete,6
MEMORY,*E*OR*,1,0,incomplete,6
INTERVIEWS,INTER*IE*S,1,0,incomplete,10
SETTING,SETTING,1,1,correct,7
ZSHOPS,*S*O*S,1,0,incomplete,6
FIRMS,*I**S,1,0,incomplete,5
CENTS,CENTS,1,1,correct,5
HYUNDAI,***N*AI,1,0,incomplete,7
FAIRLY,*A*RLY,1,0,incomplete,6
STAGE,STAGE,1,1,correct,5
INNOVATIONS,INNO*ATIONS,1,0,incomplete,11
ILLINOIS,I**INOIS,1,0,incomplete,8
HOLDER,*OLDER,1,0,incomplete,6
CHOICE,*****E,1,0,incomplete,6
MOVEMENT,MO*EMENT,1,0,incomplete,8
SEPARATELY,SE*ARATE**,1,0,incomplete,10
BICYCLE,*I****E,1,0,incomplete,7
RETURN,RETURN,1,1,correct,6
GHANA,**ANA,1,0,incomplete,5
EAGLES,EA*LES,1,0,incomplete,6
PHARMACEUTICALS,PHARMACEUTICALS,1,1,correct,15
APPROX,A**R**,1,0,incomplete,6
SHADES,SHADES,1,1,correct,6
MONITORS,MONITORS,1,1,correct,8
DEFEND,*E*EN*,1,0,incomplete,6
DOZEN,*O*EN,1,0,incomplete,5
INTEL,INTEL,1,1,correct,5
WARRIORS,*ARRI*RS,1,0,incomplete,8
ZOLOFT,*O*O*T,1,0,incomplete,6
MODIFICATIONS,MODIFICATIONS,1,1,correct,13
MCDONALD,MCDONALD,1,1,correct,8
AREAS,AREAS,1,1,correct,5
WARNING,WARNING,1,1,correct,7
MINERALS,MINERALS,1,1,correct,8
CASEY,CASE*,1,0,incomplete,5
HELICOPTER,*E*ICOPTER,1,0,incomplete,10
EDUCATED,ED*CATED,1,0,incomplete,8
GREAT,GREAT,1,1,correct,5
CNETCOM,CNETCOM,1,1,correct,7
BOARDS,BOARDS,1,1,correct,6
VARIABLE,*ARIA*LE,1,0,incomplete,8
NINTENDO,NINTENDO,1,1,correct,8
LECTURE,*ECT*RE,1,0,incomplete,7
AMPLAND,A***AN*,1,0,incomplete,7
TUNNEL,T*NNEL,1,0,incomplete,6
CELEBRATION,CELEBRATION,1,1,correct,11
VALUED,*AL*ED,1,0,incomplete,6
LOVES,LOVES,1,1,correct,5
DIFFICULTY,*I**I***T*,1,0,incomplete,10
MAINLY,MAINL*,1,0,incomplete,6
RESPONDENT,RESPONDENT,1,1,correct,10
AQUARIUM,A**ARI**,1,0,incomplete,8
EXPLORER,E*P*ORER,1,0,incomplete,8
INFECTIONS,INFECTIONS,1,1,correct,10
METAL,METAL,1,1,correct,5
ABSORPTION,ABSORPTION,1,1,correct,10
PARKS,PAR*S,1,0,incomplete,5
YARDS,*AR*S,1,0,incomplete,5
ZONES,*ONES,1,0,incomplete,5
PROSPECT,PROSPECT,1,1,correct,8
SAFARI,SA*ARI,1,0,incomplete,6
WATCHES,WATCHES,1,1,correct,7
REPLICA,REPLICA,1,1,correct,7
POSTAL,POSTAL,1,1,correct,6
HOSPITAL,HOSPITAL,1,1,correct,8
INVOLVEMENT,IN*OL*E*ENT,1,0,incomplete,11
DANISH,*ANIS*,1,0,incomplete,6
REDUCE,RED**E,1,0,incomplete,6
UNEXPECTED,UNEXPECTED,1,1,correct,10
GOURMET,*O*RMET,1,0,incomplete,7
BARGAIN,*ARGAIN,1,0,incomplete,7
LABEL,LA*EL,1,0,incomplete,5
ROBERTS,RO*ERTS,1,0,incomplete,7
FLASHERS,*LAS*ERS,1,0,incomplete,8
YOURSELF,*O*RSE**,1,0,incomplete,8
DELETED,*E*ETE*,1,0,incomplete,7
OPTICS,**TICS,1,0,incomplete,6
FOLDING,FOLDING,1,1,correct,7
LOCALE,L*CALE,1,0,incomplete,6
MISSIONS,*ISSIONS,1,0,incomplete,8
STICKERS,STICKERS,1,1,correct,8
DEVELOPMENT,*E*ELOP*ENT,1,0,incomplete,11
KNITTING,*NITTING,1,0,incomplete,8
PULSE,**LSE,1,0,incomplete,5
BLOGGERS,**O**ERS,1,0,incomplete,8
PLENTY,PLENTY,1,1,correct,6
ORGANISATIONS,OR*ANISATIONS,1,0,incomplete,13
AVAILABILITY,A*AI*A*I*IT*,1,0,incomplete,12
STICKS,STICKS,1,1,correct,6
CHARGES,**AR*ES,1,0,incomplete,7
PARTICULARLY,PARTICULARLY,1,1,correct,12
LOGGED,LO**ED,1,0,incomplete,6
TWIKI,*****,1,0,incomplete,5
PLAYING,*LA*ING,1,0,incomplete,7
THOUGHT,*******,1,0,incomplete,7
CONTRACT,CONTRACT,1,1,correct,8
PHOTOGRAPHY,P*OTO*RAP*Y,1,0,incomplete,11
HOPES,HO*ES,1,0,incomplete,5
ASIAN,ASIAN,1,1,correct,5
REYNOLDS,REYNO*DS,1,0,incomplete,8
PERSONNEL,PERSONNEL,1,1,correct,9
BITCH,*****,1,0,incomplete,5
DICTIONARY,DICTIONARY,1,1,correct,10
DOWNLOADS,DO*N*OADS,1,0,incomplete,9
METER,*ETER,1,0,incomplete,5
APPROACH,A**ROA**,1,0,incomplete,8
GENDER,GENDER,1,1,correct,6
JOSEPH,*OSE**,1,0,incomplete,6
KOREA,**REA,1,0,incomplete,5
CUBIC,*****,1,0,incomplete,5
RESIDENTS,RESI*ENTS,1,0,incomplete,9
DOUGLAS,****LAS,1,0,incomplete,7
INSTITUTE,INSTIT*TE,1,0,incomplete,9
PERTH,PERTH,1,1,correct,5
PANELS,PANELS,1,1,correct,6
BILLS,*ILLS,1,0,incomplete,5
THEATER,THEATER,1,1,correct,7
TILES,TILES,1,1,correct,5
DRIVEN,DRI*EN,1,0,incomplete,6
INSTEAD,INSTEAD,1,1,correct,7
DISABLED,DISABLED,1,1,correct,8
TOPLESS,TOP*ESS,1,0,incomplete,7
MAINSTREAM,MAINSTREAM,1,1,correct,10
INCOMING,IN*O*ING,1,0,incomplete,8
WELFARE,*EL*ARE,1,0,incomplete,7
DESPITE,DESPITE,1,1,correct,7
COATING,COATING,1,1,correct,7
FALSE,FALSE,1,1,correct,5
VIKING,*I*ING,1,0,incomplete,6
EVENTUALLY,E*ENT*A***,1,0,incomplete,10
PROUD,*RO**,1,0,incomplete,5
STATEMENT,STATEMENT,1,1,correct,9
NEGOTIATIONS,NE*OTIATIONS,1,0,incomplete,12
EXAMPLE,E*A**LE,1,0,incomplete,7
TOLERANCE,TOLERANCE,1,1,correct,9
WHORE,WHORE,1,1,correct,5
SMOOTH,SMOOTH,1,1,correct,6
CAMPUS,*A***S,1,0,incomplete,6
CONTENTS,CONTENTS,1,1,correct,8
PUNISHMENT,*UNIS**ENT,1,0,incomplete,10
MUMBAI,****A*,1,0,incomplete,6
TERRITORIES,TERRITORIES,1,1,correct,11
FRANKLIN,*RAN*LIN,1,0,incomplete,8
REMEMBER,RE*E**ER,1,0,incomplete,8
INNOCENT,INNOCENT,1,1,correct,8
LIABILITIES,LIABILITIES,1,1,correct,11
PROMOTING,PROMOTING,1,1,correct,9
IMAGING,IMAGING,1,1,correct,7
AMBIEN,A***EN,1,0,incomplete,6
COMPONENTS,CO**ONENTS,1,0,incomplete,10
FIXES,*I*ES,1,0,incomplete,5
PROUDLY,*RO****,1,0,incomplete,7
NEURAL,*E*RAL,1,0,incomplete,6
TURNING,TURNING,1,1,correct,7
LOUISIANA,*O*ISIANA,1,0,incomplete,9
GRENADA,GRENADA,1,1,correct,7
WEBSITES,*E*SITES,1,0,incomplete,8
PICHUNTER,PICHUNTER,1,1,correct,9
CHOSEN,**OSEN,1,0,incomplete,6
CHICKS,**I**S,1,0,incomplete,6
EDITORIALS,EDITORIALS,1,1,correct,10
CHRISTIANS,CHRISTIANS,1,1,correct,10
OFFENSE,O**ENSE,1,0,incomplete,7
CAYMAN,*A**AN,1,0,incomplete,6
GROWING,GRO*ING,1,0,incomplete,7
ANNOUNCE,ANN**NCE,1,0,incomplete,8
AIRFARE,AIR*ARE,1,0,incomplete,7
ENSURES,ENSURES,1,1,correct,7
GROUND,GROUND,1,1,correct,6
HAMBURG,*A***R*,1,0,incomplete,7
ESSEX,ESSE*,1,0,incomplete,5
IMPOSED,IMPOSED,1,1,correct,7
AUTHOR,AUTHOR,1,1,correct,6
PREVIOUSLY,PRE*IO*S**,1,0,incomplete,10
ILLUSTRATED,ILLUSTRATED,1,1,correct,11
ADELAIDE,ADELAIDE,1,1,correct,8
NOBLE,NOBLE,1,1,correct,5
ASSAULT,ASSA*LT,1,0,incomplete,7
SOCIOLOGY,SOCIO*O**,1,0,incomplete,9
BARBARA,*AR*ARA,1,0,incomplete,7
STAYS,STA*S,1,0,incomplete,5
ELECTED,E*ECTE*,1,0,incomplete,7
POLYESTER,POLYESTER,1,1,correct,9
UNWRAP,*N*RA*,1,0,incomplete,6
COMMODITIES,COMMODITIES,1,1,correct,11
DINING,*INING,1,0,incomplete,6
OPPORTUNITIES,OPPORTUNITIES,1,1,correct,13
INSTALLING,INSTA**IN*,1,0,incomplete,10
SHAPED,SHAPED,1,1,correct,6
VENTURE,*ENT*RE,1,0,incomplete,7
THOSE,T**SE,1,0,incomplete,5
JEFFERSON,*E**ERSON,1,0,incomplete,9
SOUTHEAST,S**T*EAST,1,0,incomplete,9
IGNORE,IGNORE,1,1,correct,6
EDWARD,EDWARD,1,1,correct,6
THREATENED,T*REATENE*,1,0,incomplete,10
TRADES,TRADES,1,1,correct,6
MANUFACTURERS,MANUFACTURERS,1,1,correct,13
REFLECTED,RE*LECTE*,1,0,incomplete,9
THEORIES,THEORIES,1,1,correct,8
VENTURES,VENTURES,1,1,correct,8
SATISFIED,SATISFIED,1,1,correct,9
WIRES,*IRES,1,0,incomplete,5
TRANSMITTED,TRANSMITTED,1,1,correct,11
UTILIZATION,UTILI*ATION,1,0,incomplete,11
DESIRED,DESIRED,1,1,correct,7
SUBSEQUENTLY,S**SE**ENT**,1,0,incomplete,12
ARNOLD,ARNOLD,1,1,correct,6
ONGOING,*NG*ING,1,0,incomplete,7
DATING,DATING,1,1,correct,6
BASIS,*AS*S,1,0,incomplete,5
VITAMINS,*ITA*IN*,1,0,incomplete,8
DEFINES,DEFINES,1,1,correct,7
EXPLORE,E*P*ORE,1,0,incomplete,7
WRITTEN,*RITTEN,1,0,incomplete,7
HAZARDS,*A*ARDS,1,0,incomplete,7
UPGRADE,**GRADE,1,0,incomplete,7
STRIKE,STRI*E,1,0,incomplete,6
STUDYING,ST***ING,1,0,incomplete,8
EFFECTIVE,E**ECTI*E,1,0,incomplete,9
ROLES,*OLES,1,0,incomplete,5
MYSTERIOUS,**STERIOUS,1,0,incomplete,10
DEUTSCHE,*EUTSC*E,1,0,incomplete,8
SCREENSHOTS,SCREENSHOTS,1,1,correct,11
GERMANY,GERMANY,1,1,correct,7
SALON,SALON,1,1,correct,5
ADAPTER,A*A*TER,1,0,incomplete,7
WEAPONS,WEAPONS,1,1,correct,7
AUCTIONS,AUCTIONS,1,1,correct,8
TRICK,TRI**,1,0,incomplete,5
REVISED,REVISED,1,1,correct,7
PAPERS,PAPERS,1,1,correct,6
COLUMBUS,*******S,1,0,incomplete,8
APPEARING,APPEARING,1,1,correct,9
PARAGRAPHS,*ARA*RA**S,1,0,incomplete,10
CLOSER,C*OSER,1,0,incomplete,6
FEELINGS,FEELINGS,1,1,correct,8
HAMILTON,HAMILTON,1,1,correct,8
EXTENSION,E*TENSION,1,0,incomplete,9
MUNICH,**NI**,1,0,incomplete,6
ATTACKED,ATTAC*ED,1,0,incomplete,8
CEMETERY,CE*ETER*,1,0,incomplete,8
BAHRAIN,*A*RAIN,1,0,incomplete,7
DECISIONS,*ECISIONS,1,0,incomplete,9
ATLAS,ATLAS,1,1,correct,5
ABOVE,A***E,1,0,incomplete,5
MERELY,*ERE**,1,0,incomplete,6
ACTIVATED,ACTI*ATED,1,0,incomplete,9
ADJACENT,ADJACENT,1,1,correct,8
READING,REA*ING,1,0,incomplete,7
HIGHWAY,*I***A*,1,0,incomplete,7
LOGICAL,L**ICAL,1,0,incomplete,7
COMPUTATIONAL,COMPUTATIONAL,1,1,correct,13
LYRICS,**RI*S,1,0,incomplete,6
YACHT,YACHT,1,1,correct,5
VERSE,*ERSE,1,0,incomplete,5
MSGID,*S*I*,1,0,incomplete,5
PRETTY,*RETT*,1,0,incomplete,6
INTELLIGENCE,INTELLI*ENCE,1,0,incomplete,12
BRONZE,*RON*E,1,0,incomplete,6
WEATHER,*EATHER,1,0,incomplete,7
HAWAIIAN,*A*AIIAN,1,0,incomplete,8
MEDIA,MEDIA,1,1,correct,5
EXHIBITIONS,E**I*ITIONS,1,0,incomplete,11
SCREENSAVER,S*REENSA*ER,1,0,incomplete,11
WELLNESS,*E**NESS,1,0,incomplete,8
FORBES,FORBES,1,1,correct,6
MARKETING,MARKETING,1,1,correct,9
DIFFICULTIES,DIFFICULTIES,1,1,correct,12
PRECIOUS,PRECIOUS,1,1,correct,8
PERFECT,PER*ECT,1,0,incomplete,7
SPECIALS,S*E*IALS,1,0,incomplete,8
REBATES,RE*ATES,1,0,incomplete,7
OPTIMAL,OPTIMAL,1,1,correct,7
VOLLEYBALL,**LLE**ALL,1,0,incomplete,10
TITANIUM,TITANI**,1,0,incomplete,8
CHOCOLATE,CHOCOLATE,1,1,correct,9
CREAM,CREA*,1,0,incomplete,5
VALUES,*AL*ES,1,0,incomplete,6
HARVEY,HAR*E*,1,0,incomplete,6
REMIND,REMIND,1,1,correct,6
NASDAQ,NAS*A*,1,0,incomplete,6
FOCUSES,*O**SES,1,0,incomplete,7
HOCKEY,****E*,1,0,incomplete,6
UPDATED,***ATE*,1,0,incomplete,7
INFLATION,IN*LATION,1,0,incomplete,9
CRIMINAL,CRIMINAL,1,1,correct,8
PROSTORES,PROSTORES,1,1,correct,9
POLITICS,PO*ITI*S,1,0,incomplete,8
UGANDA,**ANDA,1,0,incomplete,6
TRANSLATIONS,TRANSLATIONS,1,1,correct,12
CIGARETTE,CIGARETTE,1,1,correct,9
FUNCTIONAL,**NCTIONAL,1,0,incomplete,10
IDENTIFYING,I*ENTI**IN*,1,0,incomplete,11
SENIOR,SEN*OR,1,0,incomplete,6
CONTACTS,CONTACTS,1,1,correct,8
POWELL,***ELL,1,0,incomplete,6
WASHING,WASHING,1,1,correct,7
DAYTON,*A*T*N,1,0,incomplete,6
GERALD,GERALD,1,1,correct,6
POINTS,POINTS,1,1,correct,6
BUILT,**IL*,1,0,incomplete,5
DATES,*ATES,1,0,incomplete,5
KNOWING,*N**ING,1,0,incomplete,7
